AccountAge,MonthlyCharges,TotalCharges,SubscriptionType,PaymentMethod,PaperlessBilling,ContentType,MultiDeviceAccess,DeviceRegistered,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,GenrePreference,UserRating,SupportTicketsPerMonth,Gender,WatchlistSize,ParentalControl,SubtitlesEnabled,CustomerID,Churn
10,11.90825367,119.0825367,Basic,Electronic check,Yes,Both,No,Mobile,,129.6399296,13,Action,4.148234241,5,Female,12,Yes,Yes,40ELHPFGLT,0
25,6.907707406,172.6926852,Standard,Bank transfer,Yes,Movies,Yes,Computer,14.30402604,131.2598636,47,Sci-Fi,2.639785684,2,Female,1,Yes,No,91VGGEKE5Z,0
18,9.912496574,178.4249383,Premium,Electronic check,Yes,Movies,No,Tablet,18.60436647,69.94844797,12,Drama,1.131864981,4,Male,0,No,Yes,44IYK7WR7E,1
,6.421216092,353.166885,Standard,Mailed check,No,Both,No,Computer,32.97854429,92.66660516,31,Fantasy,1.75314565,5,Male,2,Yes,Yes,K7AGK9TYU6,0
98,8.070208432,790.8804263,Basic,Electronic check,Yes,Both,Yes,Mobile,1.869087141,84.18637596,12,Action,2.668814809,6,Male,17,No,No,W5Y02V0ZIN,0
8,18.69388413,149.5510731,Standard,Credit card,No,TV Shows,Yes,Tablet,17.37063238,77.32165654,44,Sci-Fi,4.655831975,4,Male,21,Yes,Yes,Y8H03W5K0O,0
18,10.30933402,185.5680123,Basic,Credit card,No,Movies,No,Mobile,38.11240609,37.47664238,36,Fantasy,4.136599614,2,Male,2,No,No,GZWXWRXGD4,0
115,7.413999338,852.6099239,Basic,Mailed check,No,Movies,Yes,Mobile,38.73054448,57.33693654,46,Comedy,3.555072039,3,Male,20,No,No,2VMONJE3M7,0
11,5.374504747,59.11955222,Premium,Credit card,No,TV Shows,Yes,Tablet,27.82683535,45.61575236,33,Fantasy,1.640769572,6,Female,0,No,No,L8PGDDLRI6,0
80,9.700234935,776.0187948,Premium,Credit card,Yes,Both,No,Tablet,21.63206147,79.99878353,35,Action,3.079902552,8,Male,10,Yes,Yes,PPK695NXVZ,0
,14.42425851,533.6975648,Premium,Credit card,No,Both,No,TV,30.15119346,,2,Action,3.256078383,5,Male,13,No,Yes,3VXWZLELTL,0
34,7.926675514,269.5069675,Premium,Credit card,Yes,Both,No,Mobile,35.71139254,100.170041,18,Sci-Fi,2.699494295,4,Female,13,No,No,NOCVOUQNE2,0
44,18.00835597,792.3676626,Basic,Credit card,No,Both,No,Tablet,34.33697491,119.3999415,11,Sci-Fi,1.365977656,4,Female,2,Yes,No,U2B97NS4BI,0
,10.41527609,1010.28178,Basic,Credit card,No,Movies,Yes,Tablet,14.52278488,84.22651897,36,Fantasy,1.567849454,0,Male,22,Yes,Yes,6A417KP9I8,0
18,5.93292895,106.7927211,Premium,Electronic check,Yes,TV Shows,Yes,Tablet,37.23733488,107.5024574,42,Action,1.503236623,2,Female,15,No,No,BV1NUJ4PTE,0
,10.61796184,594.6058633,Standard,Bank transfer,No,TV Shows,Yes,Mobile,10.77423084,17.71279688,2,Action,2.734592582,6,Male,4,Yes,Yes,U9ZF2OJTMP,0
,17.30733849,380.7614467,Standard,Mailed check,No,Both,No,Computer,21.29035465,,12,Comedy,4.30596835,8,Female,7,No,No,PT763ZTVW5,1
19,9.658853594,183.5182183,Standard,Credit card,No,Movies,Yes,Computer,8.008182263,26.27709955,24,Action,1.255527083,8,Female,12,Yes,No,FB4JZ4XU7C,0
32,18.92505916,605.601893,Basic,Electronic check,No,TV Shows,Yes,Tablet,39.77627932,136.3315408,11,Drama,3.363658884,5,Female,16,Yes,Yes,OJY2NVY0QW,1
118,19.52561571,2304.022654,Basic,Credit card,Yes,Movies,No,Computer,25.67216474,107.424072,5,Sci-Fi,3.293732969,1,Female,17,No,No,B0C4B02PE5,0
78,14.94999422,1166.099549,Standard,Credit card,No,TV Shows,Yes,Mobile,2.876706642,145.1937254,3,Sci-Fi,1.316717172,4,Female,21,No,No,A3R4SBYXT5,1
94,5.59022718,525.4813549,Premium,Electronic check,No,Both,No,Tablet,1.952069078,150.9858092,21,Sci-Fi,1.883635616,2,Female,13,No,No,VL09C8QOP1,0
111,16.32924957,1812.546703,Basic,Mailed check,Yes,TV Shows,No,TV,33.65227432,73.23539069,44,Fantasy,1.424369747,7,Male,7,Yes,Yes,KSG5YI2IWW,0
3,14.55898213,43.6769464,Premium,Electronic check,Yes,TV Shows,No,Computer,22.40851707,164.9677218,48,Action,1.600753603,2,Female,4,No,No,C7EYSJT961,0
17,11.35534138,193.0408034,Standard,Bank transfer,No,Both,Yes,Tablet,13.24715087,115.3421914,39,Comedy,2.190418759,2,Male,2,Yes,No,7ZD51OJKMC,0
118,10.68197578,1260.473142,Basic,Bank transfer,Yes,Movies,Yes,TV,11.29122147,65.83886245,18,Fantasy,2.062355572,0,Male,2,No,No,CFRTC4OTV3,0
24,13.15217002,315.6520804,Standard,Bank transfer,Yes,Both,No,Tablet,16.19556099,148.3100998,17,Action,4.163266165,1,Female,21,Yes,Yes,3OJ4467G9C,0
,6.770614658,243.7421277,Basic,Electronic check,No,TV Shows,No,Mobile,30.71233598,136.5653713,9,Drama,1.465627358,4,Female,15,Yes,No,FIYTPGF4J7,0
3,7.68317419,23.04952257,Standard,Mailed check,No,Movies,Yes,Mobile,9.384858298,73.88563474,49,Sci-Fi,4.243851652,4,Male,1,No,No,RITFWD7A54,0
93,12.15174083,1130.111897,Standard,Electronic check,No,Both,Yes,TV,7.331161264,95.94530115,2,Comedy,2.112520215,2,Female,12,Yes,Yes,Z8IPSSXSTR,1
101,15.92341524,1608.264939,Premium,Mailed check,Yes,Movies,No,Computer,14.03992299,177.3096585,13,Comedy,3.393001805,1,Female,0,No,No,7Z0CA93N3B,0
38,8.512193929,323.4633693,Basic,Mailed check,Yes,Both,No,Mobile,35.08075581,179.5089721,20,Comedy,4.752959104,1,Male,16,Yes,No,EIN2E08F82,0
35,9.476051608,331.6618063,Standard,Credit card,Yes,TV Shows,No,Computer,12.71087153,114.3763457,3,Action,4.709987393,4,Male,1,No,Yes,VZ8S5SNSOO,0
18,6.073384959,109.3209293,Standard,Mailed check,Yes,Movies,Yes,Mobile,35.18207228,120.8380416,17,Action,3.847702781,0,Female,8,No,Yes,GNS81CNHWB,0
2,16.33140797,32.66281595,Standard,Mailed check,Yes,TV Shows,No,TV,36.20503234,150.9533992,45,Fantasy,3.965009841,7,Female,15,No,Yes,HK8LEB3EO9,0
79,18.47693515,1459.677877,Premium,Bank transfer,No,TV Shows,No,Mobile,3.68181236,145.5309872,39,Drama,3.455097617,6,Male,8,Yes,No,N0X3P5C2IO,0
104,16.98898095,1766.854018,Standard,Credit card,Yes,TV Shows,Yes,Computer,7.424754238,36.37813553,4,Comedy,2.347264497,8,Female,6,Yes,No,NXL280GWRJ,0
60,11.67122394,700.2734363,Premium,Bank transfer,No,TV Shows,No,Tablet,34.06595412,11.77971231,20,Action,4.179516386,7,Female,7,No,No,E1IRL59Q2V,0
21,8.252243678,173.2971172,Premium,Electronic check,No,Both,Yes,Mobile,,97.40766816,21,Fantasy,3.213299266,6,Male,9,No,No,JBTG630Q2R,0
25,17.73835329,443.4588322,Standard,Bank transfer,Yes,TV Shows,Yes,TV,3.685626757,109.0994001,24,Fantasy,2.828762899,7,Male,24,No,Yes,MXANTE1QL9,0
33,11.25560462,371.4349524,Standard,Electronic check,Yes,Movies,No,TV,11.04372315,9.414512607,24,Fantasy,3.27406496,0,Male,5,Yes,Yes,WBWF277L5U,1
86,16.89880921,1453.297592,Standard,Electronic check,Yes,TV Shows,Yes,Mobile,6.453432162,25.08301563,12,Action,3.243823536,8,Female,11,No,No,L4G5B39OK6,1
78,8.208181369,640.2381467,Premium,Mailed check,No,Movies,Yes,TV,25.40693469,84.86275458,45,Fantasy,2.250147134,5,Male,12,No,Yes,RQGZZ29HDG,1
98,12.79656505,1254.063375,Standard,Mailed check,No,Both,Yes,TV,,56.96304043,8,Fantasy,2.215529941,9,Male,0,No,No,ZGNNZJTLG6,1
17,7.273432237,123.648348,Premium,Bank transfer,No,TV Shows,No,TV,15.43548427,62.3516997,13,Fantasy,3.486808684,5,Male,14,Yes,No,82U4BV71OX,0
4,6.183642657,24.73457063,Basic,Mailed check,Yes,Both,Yes,Mobile,24.63772108,75.68289112,35,Comedy,2.386314907,3,Male,2,Yes,No,4J8OEK1CQA,0
17,7.369032917,125.2735596,Premium,Bank transfer,No,TV Shows,Yes,Tablet,5.342837242,35.44410558,13,Sci-Fi,2.23535931,3,Male,17,Yes,No,GKX7CNTVIR,1
40,9.868307621,394.7323048,Premium,Bank transfer,No,TV Shows,No,Computer,14.21410795,15.93847881,3,Drama,4.375233352,0,Male,1,No,No,92NQCTUVXL,1
19,12.68025724,240.9248876,Standard,Bank transfer,No,Both,Yes,Mobile,18.40666208,85.33691717,35,Comedy,4.09050409,1,Male,21,Yes,Yes,DTJFHZSIMU,1
31,11.80338923,365.9050661,Standard,Mailed check,No,TV Shows,Yes,Tablet,31.88586195,115.6464755,6,Sci-Fi,3.44391677,5,Male,16,Yes,No,ALFLJ7XGSI,1
39,5.216123876,203.4288312,Basic,Bank transfer,No,Movies,No,Tablet,31.79122779,60.44436659,12,Action,1.851220048,0,Female,6,No,No,1K9K3G8JC6,1
46,10.76166351,495.0365214,Premium,Electronic check,Yes,TV Shows,No,Computer,22.27330827,179.6946155,30,Action,4.541414635,5,Female,0,No,No,7Q84HR0393,0
16,13.87031295,221.9250072,Premium,Bank transfer,Yes,TV Shows,Yes,TV,15.34560908,62.63456438,27,Sci-Fi,1.385546394,2,Male,16,Yes,No,N0M7XF4BG2,0
3,18.17080796,54.51242387,Basic,Bank transfer,Yes,Both,Yes,Tablet,8.156423604,49.08907541,18,Fantasy,1.859224124,8,Male,2,No,No,3SWHBLNPYM,1
42,9.851119097,413.7470021,Premium,Mailed check,No,TV Shows,Yes,Mobile,16.24817541,,18,Action,1.877289902,1,Male,22,Yes,Yes,PPV26WGGES,0
15,5.945149004,89.17723506,Standard,Electronic check,No,Movies,Yes,TV,7.897724348,26.83422564,18,Action,2.947378673,7,Female,13,No,Yes,GGGEFIM2IP,0
84,11.92996124,1002.116744,Standard,Mailed check,No,TV Shows,No,Mobile,15.03619876,152.9703306,12,Action,3.044205578,7,Female,14,Yes,Yes,FN5DRHK6E5,0
7,6.031883502,42.22318451,Standard,Mailed check,Yes,TV Shows,Yes,Computer,18.09200986,99.46174148,33,Sci-Fi,3.159211522,2,Male,2,No,Yes,ZNVCBYQ8JQ,0
47,8.380341225,393.8760376,Premium,Bank transfer,No,TV Shows,No,TV,19.99462361,78.21391411,43,Sci-Fi,3.582952226,9,Female,13,Yes,Yes,G7HJRECG8C,0
,13.24248317,1085.88362,Premium,Bank transfer,No,Movies,No,TV,,68.47710572,8,Sci-Fi,2.984326109,5,Male,15,No,No,MSJKZ9E53L,0
11,10.43437326,114.7781059,Standard,Bank transfer,Yes,TV Shows,No,TV,26.44617579,130.2455948,30,Action,3.121135005,0,Male,8,No,No,E4WTBGKBOS,1
44,7.604865006,334.6140602,Premium,Credit card,No,TV Shows,No,Mobile,23.96642785,7.956581962,3,Action,1.565671724,2,Male,2,Yes,No,THVZ93DTKP,0
87,5.121682089,445.5863418,Standard,Mailed check,Yes,Movies,No,TV,12.4945251,106.2271356,32,Fantasy,2.923374909,1,Male,16,No,Yes,H3605HIMLS,0
81,16.67148372,1350.390182,Standard,Credit card,Yes,Both,Yes,Tablet,29.16468534,160.802869,44,Comedy,3.90469783,1,Male,0,No,No,AZR3KHMIG9,0
12,7.551969272,90.62363127,Standard,Credit card,No,Movies,No,Mobile,28.91842303,150.1403186,0,Action,2.073785373,4,Female,12,Yes,No,WR7SH4LYHN,0
42,5.602461441,235.3033805,Standard,Electronic check,No,Movies,No,Tablet,32.41481446,34.21450964,29,Drama,4.993159273,1,Male,13,Yes,Yes,GXLUNXJP6M,1
24,16.92803535,406.2728483,Standard,Bank transfer,Yes,Both,No,TV,27.32819061,179.644081,40,Sci-Fi,2.358119781,0,Female,20,Yes,No,YYQLPAOTTE,0
66,7.030999303,464.045954,Basic,Electronic check,Yes,Both,No,Computer,30.37445773,155.8425246,16,Drama,3.896168891,8,Male,24,No,No,NOIU6GTPEJ,0
14,11.18723408,156.6212771,Standard,Bank transfer,No,TV Shows,Yes,Mobile,21.60139464,116.0329305,31,Sci-Fi,4.069658237,8,Male,4,Yes,No,30QUGV1WHO,0
117,10.77746213,1260.963069,Standard,Credit card,No,Both,No,Mobile,4.981953833,124.4215773,38,Sci-Fi,3.635679311,7,Male,22,No,No,2KOZWS8LAF,0
1,9.265503889,9.265503889,Basic,Bank transfer,No,Movies,Yes,Mobile,,121.6003422,30,Action,2.628513764,0,Female,22,No,No,5B6HSEUSYY,1
103,19.53836896,2012.452003,Basic,Mailed check,No,TV Shows,Yes,Computer,35.15848194,94.08964012,34,Drama,3.225683337,6,Female,17,No,Yes,QL6C9ZUFSX,0
102,8.945042344,912.3943191,Premium,Electronic check,Yes,TV Shows,No,Computer,6.72448993,103.2946112,34,Fantasy,1.724745105,3,Male,6,No,Yes,5YR34EJE1L,0
118,9.546290112,1126.462233,Basic,Bank transfer,No,Both,Yes,TV,7.445261986,15.21723759,31,Sci-Fi,4.171687131,9,Female,10,No,Yes,39P3IARR30,0
99,15.68779613,1553.091817,Premium,Electronic check,Yes,TV Shows,Yes,TV,20.89650849,,38,Action,4.758820271,2,Female,22,No,Yes,F4AXFQO9EH,0
91,13.18938454,1200.233993,Basic,Mailed check,Yes,Movies,No,TV,17.63437378,138.5037403,4,Comedy,4.191935677,9,Female,15,Yes,No,HSBXL9YD58,1
41,7.951757575,326.0220606,Premium,Credit card,No,Movies,No,Mobile,29.51340824,23.0091083,44,Drama,4.217118816,9,Female,7,No,Yes,BTQR6MZ35E,1
87,16.94029149,1473.805359,Premium,Credit card,Yes,Movies,No,Mobile,21.0122043,167.2038659,7,Sci-Fi,4.989527151,8,Male,0,Yes,Yes,JTEAPM2Z0I,0
57,13.42966196,765.4907317,Basic,Credit card,No,TV Shows,Yes,Mobile,33.26272409,166.2814175,22,Drama,3.077933753,4,Male,9,Yes,Yes,VFMSKKANT6,0
17,5.120001606,87.04002731,Premium,Bank transfer,Yes,Both,No,TV,12.09145443,112.6013761,23,Action,4.461204092,5,Female,2,Yes,No,72NTT82I4M,0
103,17.71535276,1824.681334,Basic,Electronic check,Yes,TV Shows,Yes,Mobile,17.62347837,112.8491024,47,Action,4.24617479,6,Female,15,No,No,RMYYRSOZPG,0
72,8.906842737,641.2926771,Premium,Mailed check,No,TV Shows,No,Mobile,32.85908862,42.74801424,27,Sci-Fi,3.77086802,9,Female,4,Yes,Yes,JDX5HN9UQE,0
107,18.30132982,1958.24229,Standard,Credit card,No,TV Shows,Yes,TV,38.42618738,167.2965109,9,Sci-Fi,1.465091968,4,Male,20,No,No,BV4H1T79T4,0
3,8.530272748,25.59081824,Premium,Electronic check,No,TV Shows,Yes,Tablet,15.63293203,155.866223,13,Sci-Fi,3.435620285,5,Female,10,Yes,Yes,Y15OIIXU7L,0
,18.18762968,1236.758818,Premium,Mailed check,No,Both,No,Computer,6.747459213,174.5994882,48,Fantasy,2.080550007,8,Female,4,Yes,No,OGWHBSDA7C,0
64,16.54678233,1058.994069,Basic,Bank transfer,Yes,TV Shows,No,Computer,4.65741945,176.1099098,49,Fantasy,3.139940388,1,Male,19,No,Yes,7LOCVWGE5P,0
34,19.4686113,661.9327843,Premium,Mailed check,Yes,Both,Yes,Mobile,19.6758934,113.3910331,21,Action,3.210271839,9,Male,17,No,Yes,YLXHM3F656,1
57,6.815637342,388.4913285,Standard,Mailed check,Yes,Both,Yes,Mobile,15.55435639,,17,Fantasy,4.543393146,4,Female,1,Yes,No,5MISGLK5Q9,0
4,12.46285526,49.85142103,Premium,Credit card,No,TV Shows,No,TV,26.05507593,20.66095973,17,Sci-Fi,2.888926738,4,Male,22,No,Yes,1IXIV41WH0,0
91,8.301262935,755.4149271,Standard,Bank transfer,No,Movies,Yes,Computer,32.48290327,28.59692255,44,Fantasy,1.615369701,3,Male,24,Yes,Yes,YWDMKXPB5U,0
12,12.00956459,144.1147751,Basic,Electronic check,Yes,TV Shows,No,Mobile,17.37161021,7.663987925,43,Comedy,1.55100924,2,Male,3,Yes,Yes,2XA4ALEVCE,0
,7.246351286,702.8960747,Standard,Mailed check,No,Both,No,Computer,11.59281948,72.00963923,2,Drama,3.960304599,9,Female,4,No,No,AQ8T0V7L0I,0
90,14.49581332,1304.623198,Basic,Bank transfer,Yes,Both,No,Mobile,13.91447479,,12,Sci-Fi,4.815918138,2,Female,9,No,No,CCINIRA26J,0
84,5.684213905,477.473968,Basic,Electronic check,No,TV Shows,No,TV,9.464294055,45.94946344,21,Sci-Fi,3.382310668,4,Female,11,Yes,Yes,SCN06T3IV0,0
,19.31602195,19.31602195,Basic,Electronic check,Yes,Both,Yes,Computer,,121.3139876,13,Drama,2.603816694,3,Male,24,No,Yes,WDPB1BVP17,1
,19.78264312,751.7404384,Basic,Electronic check,Yes,Movies,No,Mobile,22.16684978,93.72836447,18,Drama,1.283776991,8,Male,6,No,Yes,PDQ18A5NH3,0
100,18.09239041,1809.239041,Premium,Mailed check,Yes,Movies,No,Mobile,32.80932167,37.08570241,7,Sci-Fi,3.884938803,9,Female,18,No,No,T9JH32T5ST,0
28,17.95250993,502.6702779,Premium,Bank transfer,Yes,TV Shows,Yes,Tablet,32.3365189,160.4712594,16,Action,3.922820165,5,Male,6,No,No,FWPSTFCQZS,0
44,5.524873947,243.0944537,Standard,Credit card,No,Movies,No,Computer,31.00802123,168.1037132,30,Comedy,1.123029377,2,Male,2,Yes,Yes,VXUZG6XHVC,0
119,10.05970615,1197.105032,Basic,Credit card,Yes,TV Shows,Yes,Computer,28.29234564,169.1691554,22,Drama,4.411586198,6,Female,5,No,Yes,P8563KE1LP,0
94,9.462765656,889.4999717,Premium,Credit card,No,Movies,No,TV,2.551762881,165.5892904,7,Drama,3.032499944,8,Male,16,No,No,0AVSXLHP3B,0
35,19.81483421,693.5191974,Premium,Mailed check,No,Both,Yes,Mobile,5.483071196,59.28654881,45,Fantasy,1.925444784,7,Female,5,Yes,No,ZWTFQ3FRNR,1
3,14.0729434,42.2188302,Basic,Mailed check,Yes,Both,No,Computer,23.37900519,30.93097195,38,Comedy,3.98269993,7,Male,19,Yes,Yes,D3WK560860,1
89,12.35848794,1099.905426,Premium,Bank transfer,No,Both,Yes,TV,19.46093112,50.38265388,21,Sci-Fi,3.293108448,4,Male,0,No,Yes,9BWHOQJS2L,1
82,5.350771641,438.7632746,Basic,Electronic check,Yes,Movies,No,Mobile,34.665877,164.7917776,49,Comedy,3.464815766,7,Male,24,Yes,No,XNDH8ZDJRL,0
65,5.594029603,363.6119242,Standard,Mailed check,No,Movies,No,Mobile,16.76231237,127.924786,47,Comedy,2.843223253,2,Female,7,Yes,No,6X0948C3TF,0
,12.80579264,179.281097,Basic,Bank transfer,Yes,Movies,No,Tablet,4.871870116,53.87176926,27,Fantasy,2.114515147,7,Male,15,Yes,No,ZHGF8UDOP2,0
112,14.05989084,1574.707774,Standard,Mailed check,Yes,Movies,Yes,Mobile,14.34437986,27.16274364,6,Action,1.228412729,7,Male,15,Yes,Yes,JKHTU3M51L,0
118,8.081394388,953.6045378,Premium,Credit card,No,Both,No,Mobile,1.34657057,128.6607782,6,Fantasy,3.474220253,9,Female,2,Yes,No,RVTHS1V0HJ,1
98,16.51739901,1618.705103,Standard,Credit card,No,Movies,Yes,Tablet,14.40951144,29.14410544,17,Sci-Fi,1.099972692,9,Female,21,No,Yes,SCAD7FMWHD,0
14,9.138775553,127.9428577,Standard,Electronic check,Yes,Both,No,Tablet,31.57464888,18.15778197,34,Fantasy,2.553033921,4,Female,5,No,No,XZ22MPUB5T,0
109,5.583484029,608.5997591,Premium,Bank transfer,Yes,Movies,Yes,Mobile,16.38571456,36.36294445,40,Comedy,3.754013352,7,Male,18,Yes,Yes,KQ18GAWM4L,0
75,17.45394331,1309.045748,Premium,Electronic check,Yes,Both,Yes,Mobile,11.53691719,11.83115277,36,Fantasy,4.21478447,8,Female,6,Yes,Yes,QF3C91CX4L,1
94,17.68285483,1662.188354,Premium,Mailed check,No,Both,No,TV,26.16063267,37.73706252,13,Drama,1.117700874,6,Female,21,No,No,YNETAN5MTS,1
82,15.50181327,1271.148688,Premium,Electronic check,No,Movies,No,Computer,34.3449966,50.5634992,24,Fantasy,2.671078727,4,Male,5,No,No,F2A5DDHSL0,0
39,7.396750695,288.4732771,Basic,Credit card,Yes,TV Shows,Yes,Computer,26.74399802,150.480581,41,Sci-Fi,1.522696939,9,Female,20,No,Yes,YLCSPPEVHV,0
47,16.22161874,762.4160807,Premium,Mailed check,Yes,Movies,No,Tablet,23.09476926,155.3741227,23,Sci-Fi,4.151969186,6,Male,7,No,Yes,HZZF49229K,0
105,12.07518946,1267.894893,Premium,Mailed check,Yes,TV Shows,No,Computer,34.16045291,75.31158751,16,Drama,1.110551998,3,Female,3,No,Yes,3YODBSY9CD,0
112,19.95796246,2235.291796,Basic,Mailed check,No,Both,No,Tablet,6.939006261,115.1194588,39,Action,4.313665886,7,Male,11,No,Yes,NUBITH57WG,1
89,18.01830441,1603.629093,Premium,Credit card,Yes,TV Shows,Yes,TV,3.155002877,33.98650004,24,Sci-Fi,4.142151897,8,Female,0,No,Yes,J03VS6HU7X,1
72,19.63520386,1413.734678,Premium,Mailed check,No,Both,No,Tablet,33.42827661,42.16373792,20,Comedy,2.636872185,5,Female,15,Yes,No,FJ1W7YU5SN,0
106,8.357760059,885.9225663,Basic,Credit card,No,Movies,Yes,TV,16.02384819,,5,Comedy,2.530007753,0,Male,23,No,Yes,Q08SXS4OG9,0
23,8.353013153,192.1193025,Basic,Bank transfer,Yes,Movies,Yes,Mobile,7.515854308,23.05331215,35,Sci-Fi,4.028205474,3,Male,5,No,Yes,KIPLTDODUF,0
70,14.34412889,1004.089022,Basic,Credit card,Yes,Both,No,TV,21.8022852,173.7262998,11,Action,3.947869284,8,Male,21,No,No,I4CTTBZMNF,0
94,6.787429303,638.0183545,Basic,Mailed check,Yes,Movies,No,Mobile,38.23971387,68.41475477,37,Action,2.145210302,3,Female,0,No,No,E2C51E5NO9,0
4,11.40022024,45.60088095,Basic,Credit card,Yes,Both,Yes,Tablet,34.60198101,59.62453205,1,Sci-Fi,2.190707261,6,Female,4,No,Yes,P8TLJS3SEK,1
105,14.11358805,1481.926745,Standard,Credit card,Yes,Movies,Yes,Computer,30.88913246,130.1280759,16,Fantasy,3.687671528,0,Male,24,No,No,ZYH0H2L6R3,0
70,10.02804233,701.9629631,Standard,Mailed check,No,Movies,Yes,Mobile,33.06637727,108.2562558,28,Comedy,2.717632663,5,Female,4,Yes,Yes,W0G1B3C3JN,0
119,17.40135409,2070.761137,Basic,Mailed check,Yes,Movies,Yes,Mobile,37.53111194,60.54244455,7,Comedy,1.392309155,6,Female,7,Yes,No,TYKIUSRJXV,1
102,15.51718802,1582.753178,Basic,Electronic check,No,TV Shows,No,Computer,24.39150695,33.67022205,32,Fantasy,2.25175876,1,Female,21,Yes,No,NZKR9P0A9B,0
95,17.4346362,1656.290439,Standard,Credit card,No,TV Shows,Yes,Computer,26.10384589,133.6326853,39,Fantasy,4.573147774,8,Male,18,No,No,3FE93MSF85,0
52,13.62517607,708.5091556,Basic,Mailed check,Yes,Both,No,Tablet,,146.1302345,22,Comedy,4.169714055,6,Female,7,Yes,No,QIICVYYWXD,0
38,9.292361173,353.1097246,Basic,Mailed check,Yes,Both,Yes,Mobile,7.731869383,146.6236168,2,Comedy,3.573758562,1,Female,22,No,No,KYR0TZWQ9K,0
23,12.86486829,295.8919706,Standard,Mailed check,Yes,TV Shows,Yes,Computer,11.08212271,39.0867477,31,Action,2.739343305,1,Male,10,No,Yes,N1BNV6DUV7,0
79,18.48719414,1460.488337,Standard,Credit card,Yes,TV Shows,Yes,Computer,23.55366456,55.71848327,15,Drama,4.560254201,8,Male,3,No,Yes,WJOSP2GVOT,0
116,18.47447637,2143.039259,Basic,Electronic check,No,Both,No,Tablet,14.99882667,145.3254876,49,Comedy,2.649397595,2,Female,6,No,Yes,6MH33ZJIKU,0
27,5.517789709,148.9803221,Standard,Mailed check,No,TV Shows,Yes,Mobile,29.98341055,142.7270404,0,Comedy,2.591234968,8,Female,18,Yes,Yes,QFIOSD0XZY,0
113,14.15356203,1599.35251,Premium,Bank transfer,Yes,TV Shows,No,Tablet,5.403525807,106.2114557,48,Action,2.18776804,4,Female,11,No,No,N0NOC4GNKP,0
23,5.072758438,116.6734441,Premium,Electronic check,Yes,TV Shows,No,Computer,36.39986025,41.44669794,49,Sci-Fi,1.193864611,9,Female,24,No,Yes,XIOVP2ITXQ,0
21,16.43266808,345.0860297,Premium,Mailed check,Yes,TV Shows,Yes,Computer,15.55432079,135.4585606,27,Drama,4.20256423,8,Female,24,No,No,9A56B0KWT2,0
6,8.069640756,48.41784454,Premium,Bank transfer,Yes,TV Shows,Yes,Mobile,28.57449321,154.13674,33,Comedy,2.854691176,4,Female,0,No,No,27QFD87L1Z,0
9,7.358054065,66.22248659,Premium,Electronic check,Yes,TV Shows,Yes,Tablet,17.82042246,157.8687089,5,Comedy,2.780210798,4,Male,10,Yes,No,HQ92WOPKA7,0
97,17.73815628,1720.601159,Basic,Credit card,No,Both,No,TV,19.05002226,79.82508506,42,Comedy,3.878989313,5,Male,16,Yes,Yes,RRU7KM9WJI,0
119,13.3596348,1589.796541,Standard,Bank transfer,Yes,Movies,No,Mobile,26.05471756,58.39978992,2,Comedy,1.367265175,8,Male,10,Yes,Yes,W2ELF8ZXYZ,0
,18.53698969,1464.422186,Basic,Credit card,No,TV Shows,Yes,Mobile,34.52924678,42.69398608,1,Action,3.434638597,1,Male,0,Yes,Yes,GMF2XBOL12,0
45,15.76762072,709.5429324,Standard,Electronic check,Yes,TV Shows,Yes,Mobile,25.8739482,59.7202239,48,Action,1.418437258,2,Female,2,No,Yes,P9YIF64SPS,1
5,6.056496768,30.28248384,Basic,Bank transfer,Yes,Movies,Yes,Computer,19.61989155,69.60063102,18,Action,2.618427235,6,Male,6,No,No,L135AW6YYA,0
9,13.15034722,118.3531249,Premium,Bank transfer,No,Movies,No,Tablet,23.96656975,56.85071036,2,Sci-Fi,4.704581176,4,Female,16,No,Yes,7DY9MGPE1K,0
3,7.705214106,23.11564232,Premium,Mailed check,No,Both,No,Tablet,39.64574251,59.30749315,1,Action,2.664994971,6,Female,7,No,Yes,UXJYN3RG3Q,0
44,8.321060792,366.1266749,Basic,Electronic check,Yes,Movies,Yes,TV,5.654108994,135.145722,2,Action,1.522840731,2,Male,5,Yes,No,LDAE6FD8HO,0
42,8.957872154,376.2306305,Standard,Bank transfer,Yes,Movies,Yes,Mobile,37.86010625,73.04341288,16,Fantasy,1.318023709,0,Male,9,Yes,No,XC5YJNBGGQ,0
92,12.35278877,1136.456567,Basic,Bank transfer,No,Both,Yes,TV,,127.6718531,20,Drama,4.394940889,5,Female,9,Yes,No,VI0LXX3D3T,0
52,12.86003403,668.7217695,Basic,Credit card,No,TV Shows,No,Mobile,6.409457248,49.89713024,47,Fantasy,4.878164081,1,Female,11,Yes,Yes,2T7TTEOFN8,0
76,9.102390676,691.7816914,Standard,Mailed check,Yes,TV Shows,No,TV,37.44611569,18.60838832,14,Action,4.632803794,3,Female,23,Yes,No,RU0JFFV7C5,0
107,8.993660002,962.3216202,Standard,Credit card,No,TV Shows,Yes,Computer,38.59171638,,5,Action,3.724315676,1,Female,1,No,No,1DI3Y9AL6N,0
